Year,Status,Role,Department,Director,Manager,Supervisor,Lead,Staff,Question,Answer_Numeric,Answer_Text
2022 May,Complete,Staff Member,Juvenile Court,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Manager,Facilities Management,False,True,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Parks and Recreation,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Supervisor,Parks and Recreation,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,District Court,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Manager,Communications Office,False,True,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Director,Exec Office & Directors,True,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Parks and Recreation,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Supervisor,Parks and Recreation,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,District Court,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Manager,Planning and Public Works,False,True,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Lead,Planning and Public Works,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Facilities Management,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Lead,Planning and Public Works,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Lead,Planning and Public Works,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Supervisor,Planning and Public Works,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Supervisor,Planning and Public Works,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
